model,load_8bit,prompt_mode,seed,dialect,correct_answer_prob,distractor_probs,generated_answer,chose_correct_answer,chose_correct_answer_num,generated_correct_answer,generated_correct_answer_num,transcript,correct_answer,distractors
meta-llama/Llama-2-7b-hf,True,no_answers,221,en_in,0.33090317249298096,"[0.21237830817699432, 0.03425471484661102, 2.9045782866887748e-05, 0.004021957516670227, 0.4184127449989319]","""ring""

---

Transcript",False,0,False,0,"Speaker0: Yeah this is a what we call,
Speaker0: ah,
Speaker0: example ah,
Speaker0: what if for suppose
Speaker0: you, you have a ring right?
Speaker1: Yes, yes.
Speaker0: You have a ring on your finger or anything?
Speaker0: what is it made up of?
Speaker1: gold.
Speaker1: ah silver,
Speaker0: Yeah what,
Speaker0: gold ah what we as called actually?
Speaker1: hmm,",Metal,"['Iron', 'Hard', 'Material', 'Dense', 'Manufactured']"
meta-llama/Llama-2-7b-hf,True,no_answers,221,en_in,0.1528845727443695,"[0.09559725224971771, 0.5957318544387817, 0.1557525396347046, 2.260173459944781e-05, 1.121706827689195e-05]","""Scientist""

---",False,0,False,0,Speaker1: What do Scientist book? Scientist,Research,"['Paper', 'Investigate', 'Undertake', 'Document', 'Report']"
meta-llama/Llama-2-7b-hf,True,no_answers,221,en_in,0.16347813606262207,"[0.03949916735291481, 0.05189527943730354, 0.02948393113911152, 0.6900105476379395, 0.025632930919528008]","""Murder""

---",False,0,False,0,"Speaker1: Ah, normally
Speaker1: If there is any
Speaker1: murder, anything happened, Ok?
Speaker1: What they do the next day?
Speaker1: If the night
Speaker1: If last night we had some murder scene there? Ok?
Speaker1: The next day who comes to check? Or do what?
Speaker0: So,",Investigate,"['Crime', 'Police', 'Clue', 'Detective', 'Solve']"
meta-llama/Llama-2-7b-hf,True,no_answers,221,en_in,0.00017690181266516447,"[0.07943522930145264, 0.022554541006684303, 5.182287350180559e-05, 0.08854729682207108, 0.8092342615127563]","""Speaker1: uh
Speaker",False,0,False,0,"Speaker1: uh
Speaker1: ok
Speaker1: um
Speaker1: It is something related to
Speaker1: uh
Speaker1: ok uh if you want to read or anything, we need something right?
Speaker1: uh we can't read without the help of that what is that?",Light,"['Dark', 'Bright', 'See', 'Sun', 'Bulb']"
meta-llama/Llama-2-7b-hf,True,no_answers,221,en_in,0.6082582473754883,"[0.01312258094549179, 0.0012105180649086833, 0.22310300171375275, 0.02860688790678978, 0.1256987750530243]",The secret word that the guesser is trying to,True,1,False,0,"Speaker0: Uh, normally we have this
Speaker0: uh it is two
Speaker0: of words. Okay? I'm telling you the second word. I'm giving you a clue for that. Okay?
Speaker0: Um,
Speaker0: it's like
Speaker0: uh the normally use it in uh
Speaker0: cakes or anything, any kind of cakes or anything, this is used.
Speaker0: Uh, it's made by a sugar.
Speaker0: If we,
Speaker0: if we keep on stirring the sugar, we get this.
Speaker1: If it's starting with the sweets, sweet caramel.
Speaker0: Yes.
Speaker0: Okay.
Speaker0: And if, this is the second word. Okay?
Speaker0: And the first word is normally on cakes
Speaker0: we get something to see very decorative and very attractive. What is it?",Creme caramel,"['Milk', 'Mould', 'Dessert', 'Egg', 'Syrup']"
meta-llama/Llama-2-7b-hf,True,no_answers,221,en_in,0.09467783570289612,"[0.19214552640914917, 0.35519903898239136, 0.3518080413341522, 0.0001921137300087139, 0.0059774406254291534]","""Earth""

---

Trans",False,0,False,0,"Speaker1: Ah,
Speaker1: next is, ok.
Speaker1: ah,
Speaker1: Where are we living normally?
Speaker0: Though we are living on earth.
Speaker1: Ok, the other name for earth?
Speaker1: The other name for earth?
Speaker0: You are regarding, you are asking regarding to the solar system.
Speaker1: Yes.",Planet,"['Earth', 'Venus', 'Saturn', 'Space', 'Mass']"
meta-llama/Llama-2-7b-hf,True,no_answers,221,en_in,0.3667197823524475,"[0.2430374026298523, 1.3265815141494386e-05, 0.1828322857618332, 0.02456490881741047, 0.1828322857618332]","""dress code""

---",True,1,False,0,"Speaker1: Okay,
Speaker1: Normally
Speaker1: when we are small okay
Speaker1: We go somewhere right
Speaker1: to complete our education. This is the first part of our education.
Speaker0: okay
Speaker1: at from five years
Speaker1: we start going somewhere. Where is it?
Speaker1: To an education institute right.
Speaker1: What is that we called?
Speaker0: school
Speaker1: okay
Speaker1: In school, what is more important for us?
Speaker1: There is a dress code right.",School uniform,"['Garment', 'Children', 'School', 'Clothing', 'School']"
meta-llama/Llama-2-7b-hf,True,no_answers,221,en_in,0.6634830236434937,"[9.143842362391297e-06, 0.24441425502300262, 8.080131919996347e-06, 0.08063006401062012, 0.011455466039478779]","""Earphone""

---",True,1,False,0,"Speaker1: Ok, I got this phone, Ok?
Speaker1: uh, sorry I got this word.
Speaker1: Ok generally uh, we
Speaker1: we
Speaker1: talk
Speaker1: on this. We connected to our laptops or this thing.
Speaker1: to to talk. What you say?
Speaker0: Ear phone?
Speaker1: Yeah, one more thing?
Speaker1: What is the other word for small, small?",Microphone,"['Sound', 'Voice', 'Sing', 'Amplify', 'Speak']"
meta-llama/Llama-2-7b-hf,True,no_answers,221,en_in,0.8809334635734558,"[0.011600561439990997, 0.027458293363451958, 0.004005974158644676, 0.07594427466392517, 5.745137241319753e-05]","""android""

---

Transcript",True,1,False,0,"Speaker0: Ok, this guy is very famous, Ok? He is one of the you know
Speaker0: uh,
Speaker0: How to tell him?
Speaker0: He is very famous way, you know uh,
Speaker0: It's a um,
Speaker0: one
Speaker0: kind of a
Speaker1: He is very famous.
Speaker0: Yeah, he created one thing
Speaker1: Hmm
Speaker0: one type of operation system.
Speaker1: hmm,
Speaker0: Which is not, which is similar to android only.
Speaker1: Like Apple?
Speaker0: Yeah, yeah who is a
Speaker0: one
Speaker1: founder CEO?
Speaker0: Yeah, yeah, yeah",Steve Jobs,"['Iphone', 'Founder', 'Genius', 'Apple', 'Mac']"
meta-llama/Llama-2-7b-hf,True,no_answers,221,en_in,0.965975821018219,"[3.5209291127102915e-07, 0.00652199424803257, 0.0028482130728662014, 0.0008553933585062623, 0.023798232898116112]",The secret word that the guesser is trying to,True,1,False,0,"Speaker1: Okay.
Speaker1: Okay this is a name of a movie okay?
Speaker0: hmm,
Speaker1: it's ah,
Speaker1: Okay, it's four words.
Speaker0: Okay.
Speaker1: Easy,
Speaker0: hmm,
Speaker1: first one is very important to everyone.
Speaker1: Like if they going if they get you know married or something
Speaker0: Okay, is it a kind of a webseries?
Speaker1: No, it's a movie.
Speaker1: Very famous movie okay?
Speaker1: Okay, ah I will okay four words,
Speaker1: first word is very ah this thing it is a you know it's related to our hormones,
Speaker0: hmm.
Speaker1: Okay?
Speaker1: Can you guess it related to me finally?
Speaker0: okay, sex?
Speaker1: Yeah.
Speaker1: It's first one,
Speaker0: it's",Sex and the City,"['Series', 'Women', 'New York', 'Moms', 'Relationships']"
meta-llama/Llama-2-7b-hf,True,no_answers,221,en_in,0.11808895319700241,"[0.198076993227005, 9.239822247764096e-05, 0.0003068822843488306, 0.11533758789300919, 0.5680971145629883]","""Eat""

---

Trans",False,0,False,0,"Speaker1: Okay, next this thing
Speaker0: Okay, If we eat something
Speaker1: hh.
Speaker0: but what do we do
Speaker1: like which you and then we",Swallow,"['Bird', 'Spring', 'Black', 'Fly', 'Migrate']"
meta-llama/Llama-2-7b-hf,True,no_answers,221,en_in,0.6267027258872986,"[0.0032100516837090254, 3.0077004339545965e-05, 0.1931668221950531, 0.058626603335142136, 0.11826376616954803]","""Sun""

---

Trans",True,1,False,0,"Speaker1: Okay this is very you know one of the planet
Speaker1: almost a planet.
Speaker0: hmm,
Speaker1: You can see the everyday
Speaker0: hm
Speaker1: after sun's.",Moon,"['Space', 'Full', 'Night', 'Half', 'Sky']"
meta-llama/Llama-2-7b-hf,True,no_answers,221,en_in,0.8355990648269653,"[0.022059356793761253, 0.023850053548812866, 0.00524811539798975, 0.048802465200424194, 0.06444082409143448]","""Mumtaz""

---",True,1,False,0,"Speaker1: Uh,
Speaker1: It's a very famous
Speaker1: the place
Speaker1: a
Speaker0: Okay.
Speaker1: Where
Speaker1: what did Sha Jahan build for Mumtaz? Yes.",Taj Mahal,"['Tourist Site', 'Agra', 'Landmark', 'Religious', 'Ivory-White']"
meta-llama/Llama-2-7b-hf,True,no_answers,221,en_in,0.05714096128940582,"[2.9060222004773095e-05, 0.018516594544053078, 0.09558761864900589, 0.8287250399589539, 6.639281764364569e-07]","""dingoes""

---",False,0,False,0,"Speaker0: Ah,
Speaker0: It's a
Speaker0: place
Speaker0: where we can see different type of things
Speaker0: let where where
Speaker1: Exhibition?
Speaker0: No,
Speaker0: we have wells connection of dingoes Right?
Speaker1: Yeah, yeah, yeah it's",Museum,"['Art', 'Building', 'Painting', 'Exhibition', 'Collection']"
meta-llama/Llama-2-7b-hf,True,no_answers,221,en_in,0.2990325391292572,"[0.06895118951797485, 9.795229561859742e-05, 0.5935577750205994, 0.03511833772063255, 0.003242175793275237]","""Light""

---

Transcript",False,0,False,0,"Speaker1: hmm when we go on a bike we will raise the accelerator right?
Speaker0: hmm
Speaker1: ah what does that called?
Speaker0: Its for speed?
Speaker1: yes
Speaker0: Okay, speed.
Speaker1: ah what does we when its dark we will turn on?
Speaker0: ah light
Speaker1: yeah there is a middle word which is like
Speaker0: Okay, is it related to some
Speaker1: yes
Speaker0: this physics or something?",Speed of Light,"['Fast', 'Space', 'Physics', 'Travel', 'The Sun']"
meta-llama/Llama-2-7b-hf,True,no_answers,221,en_in,0.7440086007118225,"[0.14085142314434052, 0.019484423100948334, 0.0341838039457798, 0.0469413660466671, 0.014530465006828308]","""Speaker0: ""

---",True,1,False,0,"Speaker1: yes.
Speaker1: hh
Speaker1: it's a kind of
Speaker1: watery place.
Speaker0: Okay, is it in India?
Speaker1: no.
Speaker1: ah,
Speaker0: some mission some
Speaker1: It's beside India, yes like that.
Speaker0: Okay, West Bengal.
Speaker1: HH.
Speaker0: Mediterranean Sea?
Speaker1: No,
Speaker0: am.
Speaker0: Indian Ocean?
Speaker1: no.",Atlantic Ocean,"['Pacific', 'Salty Water', 'Coast', 'Sea', 'Fish']"
meta-llama/Llama-2-7b-hf,True,no_answers,221,en_in,0.00022442567569669336,"[2.7485291866469197e-05, 0.8126160502433777, 0.1869836151599884, 0.00012880629219580442, 1.9695411538123153e-05]","""dot""

---

Transcript",False,0,False,0,"Speaker0: Ok change the question
Speaker1: uh
Speaker0: um um this is this word belongs to the images
Speaker0: uh
Speaker1: images?.
Speaker0: yes
Speaker0: the in
Speaker1: any format or something
Speaker0: no no no in images there is we have some small small kind of thing
Speaker1: yeah yeah um
Speaker1: small small dots
Speaker0: yes
Speaker1: uh",Pixel,"['Screen', 'Dot', 'Square', 'Color', 'Video']"
meta-llama/Llama-2-7b-hf,True,no_answers,221,en_in,0.044935885816812515,"[0.06663408875465393, 0.6113862991333008, 0.2770194411277771, 1.4682709661428817e-05, 9.618509466235992e-06]","""Speaker1: I don't know",False,0,False,0,"Speaker0: ah, ah, like If we want to know about something what do we do?",Research,"['Paper', 'Investigate', 'Undertake', 'Document', 'Report']"
meta-llama/Llama-2-7b-hf,True,no_answers,221,en_in,0.7109641432762146,"[0.03831418231129646, 1.3399630006460939e-05, 0.006638918537646532, 0.0024043892044574022, 0.2416650354862213]","""guitar""

---

Trans",True,1,False,0,"Speaker0: Ok, It's a
Speaker0: type of a thing, ah
Speaker1: Ok.
Speaker0: uh, use to play.
Speaker0: like, like harmony,
Speaker1: playing
Speaker1: Ok, some instrument uh, like tabla
Speaker0: Hmm,
Speaker0: hmm
Speaker1: or guiter.
Speaker0: Yes, but there is type of guitars, right?
Speaker1: Ok, Guitar, the word guitar is present?
Speaker0: Yes, guitar is present, there is another word in front of it but it is a type of a guitar.
Speaker1: Ok.
Speaker1: Uh,
Speaker0: Do you know it?
Speaker1: Yeah!
Speaker1: Like is it you know soft music or like a jazz, bass or something?
Speaker0: Yes,
Speaker0: Yes, the second word which you have",Bass Guitar,"['Instrument', 'Strings', 'Low', 'Pitch', 'Electric']"
meta-llama/Llama-2-7b-hf,True,no_answers,221,en_in,0.5185717940330505,"[0.24691149592399597, 0.001555760158225894, 0.1503441035747528, 7.657276910322253e-06, 0.08260922133922577]","""court""

---

Transcript",True,1,False,0,"Speaker0: Okay.
Speaker0: If
Speaker0: uh uh husband and wife getting so much of quarrel between each other
Speaker0: then what do
Speaker1: What they do?
Speaker0: Yes.
Speaker1: Um, they go for police station or something.
Speaker0: Uh um.
Speaker1: Court.
Speaker0: Yes, the court thing.",Divorce,"['Wedding', 'Civil State', 'Breakup', 'Ex', 'Marriage']"
meta-llama/Llama-2-7b-hf,True,no_answers,221,en_in,0.008906404487788677,"[0.8376457095146179, 0.06231917068362236, 0.059616439044475555, 0.0023622307926416397, 0.02915005199611187]","""mosquito""

---",False,0,False,0,"Speaker1: Okay.
Speaker1: It's a type of
Speaker1: what do we can say
Speaker1: there are small insects right which will come in night
Speaker0: Okay, um
Speaker0: mosquitoes
Speaker1: yeah what do they
Speaker1: find to us uh yeah",Malaria,"['Mosquito', 'Disease', 'Parasite', 'Fever', 'Tropical']"
meta-llama/Llama-2-7b-hf,True,no_answers,221,en_in,0.00048779818462207913,"[0.03786410763859749, 0.039435576647520065, 0.24013303220272064, 0.6820009350776672, 7.858905155444518e-05]","""Speaker1: Coronavirus""",False,0,False,0,"Speaker0: The  word is like when we are having this corona time, What the people are uses?",Mask,"['Eyes', 'Cover', 'Venice', 'Carnival', 'Face']"
meta-llama/Llama-2-7b-hf,True,no_answers,221,en_in,0.32208719849586487,"[5.948441321379505e-05, 0.01623731665313244, 0.13791291415691376, 0.5237013101577759, 1.7794009181670845e-06]",The secret word that the guesser is trying to,False,0,False,0,"Speaker1: Next, uh if the power is gone
Speaker1: then what will be use in your phone?
Speaker1: Power is off.
Speaker0: Charging
Speaker1: No no no
Speaker0: Then?
Speaker1: If you are if you trying to find something.
Speaker0: Google search
Speaker1: No no no if the power is off,
Speaker1: power
Speaker1: then we are searching for something and we are using our phone.
Speaker1: Like we are searching for something more in a
Speaker1: We are searching for something item,
Speaker1: So we are using our phone
Speaker1: to search it.
Speaker0: You mean the specifications in phone right?
Speaker1: Yes yes
Speaker0: Ok
Speaker0: Mobile data
Speaker1: No no
Speaker0: No
Speaker0: Wi-fi
Speaker1: No no we are looking for something
Speaker1: bright",Flashlight,"['Light', 'Portable', 'Bulb', 'Battery', 'Hand']"
meta-llama/Llama-2-7b-hf,True,no_answers,221,en_in,0.08569921553134918,"[0.1445746123790741, 0.6586596965789795, 5.016455543227494e-05, 0.0816352441906929, 0.029381038621068]","""man""

---

Transcript",False,0,False,0,"Speaker0: Next it comes like some kind of movie
Speaker0: It is a on character.
Speaker1: Ok
Speaker0: Like super
Speaker0: what is
Speaker1: Spiderman?
Speaker0: No no not Spiderman
Speaker1: Ironman?
Speaker0: No no no
Speaker0: Some kind of character, he is very strong.
Speaker1: Wonder woman?
Speaker0: No
Speaker0: He is the men",Thor,"['Norse', 'Superhero', 'American', 'Marvel', 'Film']"
meta-llama/Llama-2-7b-hf,True,no_answers,221,en_in,0.25145307183265686,"[0.4164269268512726, 0.03617757186293602, 0.27502137422561646, 0.012263787910342216, 0.008657191880047321]","""Selena Gomez""",False,0,False,0,"Speaker0: Next one is the word like
Speaker0: It is also some kind of name, the persons name, right.
Speaker0: Uh, where
Speaker0: It is like
Speaker0: gender is opposite to men.
Speaker0: and
Speaker0: She is
Speaker0: intrested in music.
Speaker1: Ok.
Speaker1: You said she is a female. right?
Speaker0: Hmm
Speaker1: Uhh
Speaker1: Selena Gomez?
Speaker0: No No
Speaker1: Uh
Speaker1: What is that?
Speaker0: Like
Speaker0: It is very popular name, uh.
Speaker0: She is a woman.",Rihanna,"['Umbrella', 'Barbados', 'Female', 'Musician', 'Hit']"
meta-llama/Llama-2-7b-hf,True,no_answers,221,en_in,0.02135551907122135,"[2.6534431526670232e-05, 0.19739583134651184, 0.03239672631025314, 9.310798486694694e-05, 0.7487322688102722]","""Java""

---

Transcript",False,0,False,0,"Speaker1: Ah, this very a common thing which we have learned in like ah,
Speaker1: CSE clearing.
Speaker1: This is kind of, some kind of ah
Speaker0: Is it a subject?
Speaker1: Yes, it is a subject.
Speaker0: Operating system?
Speaker1: Yes, some kind of like that only.
Speaker0: Ah, C++?
Speaker1: No, no
Speaker0: Java?
Speaker1: Some kind of a
Speaker1: word in it.
Speaker0: Word in the sense?
Speaker1: Ah, what will use in the Java?",Javascript,"['Language', 'Computer', 'Coding', 'Code', 'Technology']"
meta-llama/Llama-2-7b-hf,True,no_answers,221,en_in,0.4055447280406952,"[0.023198334500193596, 0.42505159974098206, 0.011163430288434029, 6.984016636124579e-06, 0.1350349485874176]","""Shop""

---

Trans",False,0,False,0,"Speaker0: In Saudi Arabia.
Speaker0: Okay.
Speaker0: Yep.
Speaker0: Uh, here is another word um,
Speaker0: um, What we call medical shop uh, for another name.
Speaker0: Yeah.",Pharmacy,"['Doctor', 'Medicine', 'Prescription', 'Turn', 'Vaccine']"
meta-llama/Llama-2-7b-hf,True,no_answers,221,en_in,0.9671633243560791,"[0.021098744124174118, 0.006563445087522268, 0.0005739276530221105, 0.0045890286564826965, 1.162511034635827e-05]",The secret word that the guesser is trying to,True,1,False,0,"Speaker1: Okay, I will try to explain this word, one word but
Speaker1: two words like,
Speaker1: the person,
Speaker1: ah,
Speaker1: what we call a line in mathematics?
Speaker1: line , line.
Speaker0: ray
Speaker1: Okay um okay that is the first part of the word, and I'm going to explain the second,
Speaker1: ah,
Speaker0: It's a name of a person?
Speaker1: Yes.
Speaker1: Okay, but he is from not from India,
Speaker1: Okay, first one is ray, ah I'm going to explain what,
Speaker1: um,
Speaker0: second one is?
Speaker1: I'm trying to explain that only second one.
Speaker0: and it is related to?
Speaker1: ah like we can ah,
Speaker1: heard his name in like physics.
Speaker1: not I guess he is the celebrity but he is not a scientist.
Speaker1: But ah  the second part of the name we came mostly we will listen in physics.
Speaker0: like ah can you say his name?
Speaker1: ah like,
Speaker0: ah,
Speaker1: ah now you can comment the both the words,
Speaker1: yeah.",Ray Charles,"['Blind', 'Singer', 'Jazz', 'Piano', 'American']"
meta-llama/Llama-2-7b-hf,True,no_answers,221,en_in,0.6707349419593811,"[0.0032038118224591017, 0.04234958440065384, 0.0019855503924191, 0.266389936208725, 0.015336130745708942]","""Doctor""

---

Trans",True,1,False,0,"Speaker0: This is a profession
Speaker0: Uh
Speaker0: But related to not the
Speaker0: Uhm
Speaker1: Doctor
Speaker0: Uh, a doctor.
Speaker0: Uh
Speaker1: I shall should a name different doctors?
Speaker0: Uhn. Uh in in doctor like Cardiologist, like neurologist.
Speaker0: In that we can
Speaker1: Right, yes.
Speaker0: Uh,
Speaker0: In that we can see but he is related to our
Speaker0: Uh",Dentist,"['Mouth', 'Cavity', 'Filling', 'Anesthetics', 'Teeth']"
meta-llama/Llama-2-7b-hf,True,no_answers,221,en_in,0.7398251295089722,"[0.1776273250579834, 0.03531414270401001, 0.036679789423942566, 0.002375075127929449, 0.008178570307791233]","""Egypt""

---

Trans",True,1,False,0,"Speaker1: for skip
Speaker1: Okay this is the
Speaker1: monument
Speaker1: in the world, where we can
Speaker1: see this is a mummy in mummy film.
Speaker0: Egypt?
Speaker1: okay place is
Speaker1: is that, but what we see in that?",Pyramid,"['Egypt', 'Ancient', 'Giza', 'Triangular', 'Structure']"
meta-llama/Llama-2-7b-hf,True,no_answers,221,en_in,0.2763267457485199,"[0.05816720053553581, 0.0236055850982666, 0.629320502281189, 0.007810098584741354, 0.00476984865963459]","""Speaker1: Uh, this is",False,0,False,0,"Speaker1: Uh, this is the common food we eat in the morning
Speaker1: like foreign people will eat.",Sandwich,"['Bread', 'Meat', 'Vegetables', 'Burger', 'Stacked']"
meta-llama/Llama-2-7b-hf,True,no_answers,221,en_in,0.5782338380813599,"[0.2958883047103882, 0.015473917126655579, 0.02959475666284561, 0.061416685581207275, 0.019392451271414757]","""Fishes""

---

Trans",True,1,False,0,"Speaker0: Uh,
Speaker0: What you call if we,
Speaker0: what will be there in the water?
Speaker1: Fishes,
Speaker0: Who will catch that?",Fisherman,"['Fish', 'Rod', 'Hook', 'Bait', 'Worm']"
meta-llama/Llama-2-7b-hf,True,no_answers,221,en_in,0.983652651309967,"[0.004117875825613737, 0.004844945389777422, 0.004803859628736973, 0.0016965661197900772, 0.0008841275703161955]","""Electricity""

---",True,1,False,0,"Speaker1: Okay.
Speaker1: After school what we expect in summers?
Speaker0: Holidays, holiday.
Speaker1: That second word and the first word will be like uh, if we go to the
Speaker1: what you call, if we use electricity for a month and what we get?",Billie Holiday,"['Jazz', 'Singer', 'Swing', 'Vocal', 'Scat']"
