model,load_8bit,prompt_mode,seed,dialect,correct_answer_prob,distractor_probs,generated_answer,chose_correct_answer,chose_correct_answer_num,generated_correct_answer,generated_correct_answer_num,transcript,correct_answer,distractors
meta-llama/Llama-2-7b-chat-hf,True,no_answers,221,en_in,0.25998562574386597,"[0.036775436252355576, 0.01761404424905777, 1.2283099749765825e-05, 0.00033977546263486147, 0.6852728128433228]","Gold

---

Now it's",False,0,False,0,"Speaker0: Yeah this is a what we call,
Speaker0: ah,
Speaker0: example ah,
Speaker0: what if for suppose
Speaker0: you, you have a ring right?
Speaker1: Yes, yes.
Speaker0: You have a ring on your finger or anything?
Speaker0: what is it made up of?
Speaker1: gold.
Speaker1: ah silver,
Speaker0: Yeah what,
Speaker0: gold ah what we as called actually?
Speaker1: hmm,",Metal,"['Iron', 'Hard', 'Material', 'Dense', 'Manufactured']"
meta-llama/Llama-2-7b-chat-hf,True,no_answers,221,en_in,0.09682493656873703,"[0.024052437394857407, 0.7093602418899536, 0.16974841058254242, 3.399284423721838e-06, 1.0537168236623984e-05]","Book

---

Please guess the secret",False,0,False,0,Speaker1: What do Scientist book? Scientist,Research,"['Paper', 'Investigate', 'Undertake', 'Document', 'Report']"
meta-llama/Llama-2-7b-chat-hf,True,no_answers,221,en_in,0.23027093708515167,"[0.04215146601200104, 0.043770357966423035, 0.014286601915955544, 0.619397759437561, 0.0501229353249073]","__________

Please guess the secret word",False,0,False,0,"Speaker1: Ah, normally
Speaker1: If there is any
Speaker1: murder, anything happened, Ok?
Speaker1: What they do the next day?
Speaker1: If the night
Speaker1: If last night we had some murder scene there? Ok?
Speaker1: The next day who comes to check? Or do what?
Speaker0: So,",Investigate,"['Crime', 'Police', 'Clue', 'Detective', 'Solve']"
meta-llama/Llama-2-7b-chat-hf,True,no_answers,221,en_in,0.0007462183712050319,"[0.11200708895921707, 0.0240009855479002, 1.0501139513507951e-05, 0.06063884496688843, 0.8025963306427002]","Tree

---

Please let me know",False,0,False,0,"Speaker1: uh
Speaker1: ok
Speaker1: um
Speaker1: It is something related to
Speaker1: uh
Speaker1: ok uh if you want to read or anything, we need something right?
Speaker1: uh we can't read without the help of that what is that?",Light,"['Dark', 'Bright', 'See', 'Sun', 'Bulb']"
meta-llama/Llama-2-7b-chat-hf,True,no_answers,221,en_in,0.4953715205192566,"[0.012477116659283638, 0.0006898983847349882, 0.42572739720344543, 0.015361832454800606, 0.05037222430109978]",The word that the speaker is trying to get the,True,1,False,0,"Speaker0: Uh, normally we have this
Speaker0: uh it is two
Speaker0: of words. Okay? I'm telling you the second word. I'm giving you a clue for that. Okay?
Speaker0: Um,
Speaker0: it's like
Speaker0: uh the normally use it in uh
Speaker0: cakes or anything, any kind of cakes or anything, this is used.
Speaker0: Uh, it's made by a sugar.
Speaker0: If we,
Speaker0: if we keep on stirring the sugar, we get this.
Speaker1: If it's starting with the sweets, sweet caramel.
Speaker0: Yes.
Speaker0: Okay.
Speaker0: And if, this is the second word. Okay?
Speaker0: And the first word is normally on cakes
Speaker0: we get something to see very decorative and very attractive. What is it?",Creme caramel,"['Milk', 'Mould', 'Dessert', 'Egg', 'Syrup']"
meta-llama/Llama-2-7b-chat-hf,True,no_answers,221,en_in,0.16642999649047852,"[0.37248772382736206, 0.4416557848453522, 0.019005127251148224, 0.00019155206973664463, 0.00022979015193413943]","Earth

Please let me know if you want",False,0,False,0,"Speaker1: Ah,
Speaker1: next is, ok.
Speaker1: ah,
Speaker1: Where are we living normally?
Speaker0: Though we are living on earth.
Speaker1: Ok, the other name for earth?
Speaker1: The other name for earth?
Speaker0: You are regarding, you are asking regarding to the solar system.
Speaker1: Yes.",Planet,"['Earth', 'Venus', 'Saturn', 'Space', 'Mass']"
meta-llama/Llama-2-7b-chat-hf,True,no_answers,221,en_in,0.02241436578333378,"[0.0283436831086874, 2.784003072520136e-07, 0.4712250828742981, 0.0067914738319814205, 0.4712250828742981]","__________

Please guess the secret word",False,0,False,0,"Speaker1: Okay,
Speaker1: Normally
Speaker1: when we are small okay
Speaker1: We go somewhere right
Speaker1: to complete our education. This is the first part of our education.
Speaker0: okay
Speaker1: at from five years
Speaker1: we start going somewhere. Where is it?
Speaker1: To an education institute right.
Speaker1: What is that we called?
Speaker0: school
Speaker1: okay
Speaker1: In school, what is more important for us?
Speaker1: There is a dress code right.",School uniform,"['Garment', 'Children', 'School', 'Clothing', 'School']"
meta-llama/Llama-2-7b-chat-hf,True,no_answers,221,en_in,0.7155940532684326,"[6.2631265791424084e-06, 0.14204317331314087, 5.179653271625284e-06, 0.09598687291145325, 0.04636450111865997]","Earphone

---

Please let me",True,1,False,0,"Speaker1: Ok, I got this phone, Ok?
Speaker1: uh, sorry I got this word.
Speaker1: Ok generally uh, we
Speaker1: we
Speaker1: talk
Speaker1: on this. We connected to our laptops or this thing.
Speaker1: to to talk. What you say?
Speaker0: Ear phone?
Speaker1: Yeah, one more thing?
Speaker1: What is the other word for small, small?",Microphone,"['Sound', 'Voice', 'Sing', 'Amplify', 'Speak']"
meta-llama/Llama-2-7b-chat-hf,True,no_answers,221,en_in,0.9398279786109924,"[0.0006021601730026305, 0.0286390483379364, 0.0037653897888958454, 0.027158694341778755, 6.725927960360423e-06]","_____________

Please guess the secret word",True,1,False,0,"Speaker0: Ok, this guy is very famous, Ok? He is one of the you know
Speaker0: uh,
Speaker0: How to tell him?
Speaker0: He is very famous way, you know uh,
Speaker0: It's a um,
Speaker0: one
Speaker0: kind of a
Speaker1: He is very famous.
Speaker0: Yeah, he created one thing
Speaker1: Hmm
Speaker0: one type of operation system.
Speaker1: hmm,
Speaker0: Which is not, which is similar to android only.
Speaker1: Like Apple?
Speaker0: Yeah, yeah who is a
Speaker0: one
Speaker1: founder CEO?
Speaker0: Yeah, yeah, yeah",Steve Jobs,"['Iphone', 'Founder', 'Genius', 'Apple', 'Mac']"
meta-llama/Llama-2-7b-chat-hf,True,no_answers,221,en_in,0.9977121353149414,"[3.6987742646488186e-08, 6.949685484869406e-05, 0.000530851713847369, 7.449158874806017e-05, 0.0016130490694195032]","Sex

---

Now, you have",True,1,False,0,"Speaker1: Okay.
Speaker1: Okay this is a name of a movie okay?
Speaker0: hmm,
Speaker1: it's ah,
Speaker1: Okay, it's four words.
Speaker0: Okay.
Speaker1: Easy,
Speaker0: hmm,
Speaker1: first one is very important to everyone.
Speaker1: Like if they going if they get you know married or something
Speaker0: Okay, is it a kind of a webseries?
Speaker1: No, it's a movie.
Speaker1: Very famous movie okay?
Speaker1: Okay, ah I will okay four words,
Speaker1: first word is very ah this thing it is a you know it's related to our hormones,
Speaker0: hmm.
Speaker1: Okay?
Speaker1: Can you guess it related to me finally?
Speaker0: okay, sex?
Speaker1: Yeah.
Speaker1: It's first one,
Speaker0: it's",Sex and the City,"['Series', 'Women', 'New York', 'Moms', 'Relationships']"
meta-llama/Llama-2-7b-chat-hf,True,no_answers,221,en_in,0.050149302929639816,"[0.45580384135246277, 7.338989234995097e-05, 6.98930089129135e-05, 0.009399743750691414, 0.484503835439682]","__________

Please guess the secret word",False,0,False,0,"Speaker1: Okay, next this thing
Speaker0: Okay, If we eat something
Speaker1: hh.
Speaker0: but what do we do
Speaker1: like which you and then we",Swallow,"['Bird', 'Spring', 'Black', 'Fly', 'Migrate']"
meta-llama/Llama-2-7b-chat-hf,True,no_answers,221,en_in,0.8468276858329773,"[0.0010047167306765914, 8.192207133106422e-06, 0.13931694626808167, 0.0044781179167330265, 0.008364287205040455]","___________

Please guess the secret word",True,1,False,0,"Speaker1: Okay this is very you know one of the planet
Speaker1: almost a planet.
Speaker0: hmm,
Speaker1: You can see the everyday
Speaker0: hm
Speaker1: after sun's.",Moon,"['Space', 'Full', 'Night', 'Half', 'Sky']"
meta-llama/Llama-2-7b-chat-hf,True,no_answers,221,en_in,0.9527426958084106,"[0.0010344379115849733, 0.013002585619688034, 0.001745321904309094, 0.025884920731186867, 0.005589998792856932]","Mumtaz Mahal

Please let",True,1,False,0,"Speaker1: Uh,
Speaker1: It's a very famous
Speaker1: the place
Speaker1: a
Speaker0: Okay.
Speaker1: Where
Speaker1: what did Sha Jahan build for Mumtaz? Yes.",Taj Mahal,"['Tourist Site', 'Agra', 'Landmark', 'Religious', 'Ivory-White']"
meta-llama/Llama-2-7b-chat-hf,True,no_answers,221,en_in,0.005220498889684677,"[1.1734332474588882e-06, 0.0016115986509248614, 0.0285597313195467, 0.9646068811416626, 1.2508911595432437e-07]","Dingoes

Please let me know if",False,0,False,0,"Speaker0: Ah,
Speaker0: It's a
Speaker0: place
Speaker0: where we can see different type of things
Speaker0: let where where
Speaker1: Exhibition?
Speaker0: No,
Speaker0: we have wells connection of dingoes Right?
Speaker1: Yeah, yeah, yeah it's",Museum,"['Art', 'Building', 'Painting', 'Exhibition', 'Collection']"
meta-llama/Llama-2-7b-chat-hf,True,no_answers,221,en_in,0.017958592623472214,"[0.22125478088855743, 2.5279716282966547e-05, 0.7575089931488037, 0.003026209305971861, 0.00022616947535425425]",The word that the speaker is trying to describe.,False,0,False,0,"Speaker1: hmm when we go on a bike we will raise the accelerator right?
Speaker0: hmm
Speaker1: ah what does that called?
Speaker0: Its for speed?
Speaker1: yes
Speaker0: Okay, speed.
Speaker1: ah what does we when its dark we will turn on?
Speaker0: ah light
Speaker1: yeah there is a middle word which is like
Speaker0: Okay, is it related to some
Speaker1: yes
Speaker0: this physics or something?",Speed of Light,"['Fast', 'Space', 'Physics', 'Travel', 'The Sun']"
meta-llama/Llama-2-7b-chat-hf,True,no_answers,221,en_in,0.7176626920700073,"[0.20344161987304688, 0.005222934763878584, 0.01063019409775734, 0.031443946063518524, 0.03159857913851738]","_______________

Please let me know",True,1,False,0,"Speaker1: yes.
Speaker1: hh
Speaker1: it's a kind of
Speaker1: watery place.
Speaker0: Okay, is it in India?
Speaker1: no.
Speaker1: ah,
Speaker0: some mission some
Speaker1: It's beside India, yes like that.
Speaker0: Okay, West Bengal.
Speaker1: HH.
Speaker0: Mediterranean Sea?
Speaker1: No,
Speaker0: am.
Speaker0: Indian Ocean?
Speaker1: no.",Atlantic Ocean,"['Pacific', 'Salty Water', 'Coast', 'Sea', 'Fish']"
meta-llama/Llama-2-7b-chat-hf,True,no_answers,221,en_in,6.925324851181358e-05,"[1.376360501126328e-06, 0.9874359369277954, 0.012482990510761738, 9.092942491406575e-06, 1.33935054691392e-06]",What is the secret word that the speaker is trying,False,0,False,0,"Speaker0: Ok change the question
Speaker1: uh
Speaker0: um um this is this word belongs to the images
Speaker0: uh
Speaker1: images?.
Speaker0: yes
Speaker0: the in
Speaker1: any format or something
Speaker0: no no no in images there is we have some small small kind of thing
Speaker1: yeah yeah um
Speaker1: small small dots
Speaker0: yes
Speaker1: uh",Pixel,"['Screen', 'Dot', 'Square', 'Color', 'Video']"
meta-llama/Llama-2-7b-chat-hf,True,no_answers,221,en_in,0.012371132150292397,"[0.021102648228406906, 0.5030686259269714, 0.46345606446266174, 6.475215741374996e-07, 9.366966082779982e-07]","?

Please guess the secret word.",False,0,False,0,"Speaker0: ah, ah, like If we want to know about something what do we do?",Research,"['Paper', 'Investigate', 'Undertake', 'Document', 'Report']"
meta-llama/Llama-2-7b-chat-hf,True,no_answers,221,en_in,0.8123106956481934,"[0.03490233048796654, 4.465593121949496e-07, 9.395240340381861e-05, 3.765505971387029e-05, 0.15265493094921112]","Guitar

---

Now, based",True,1,False,0,"Speaker0: Ok, It's a
Speaker0: type of a thing, ah
Speaker1: Ok.
Speaker0: uh, use to play.
Speaker0: like, like harmony,
Speaker1: playing
Speaker1: Ok, some instrument uh, like tabla
Speaker0: Hmm,
Speaker0: hmm
Speaker1: or guiter.
Speaker0: Yes, but there is type of guitars, right?
Speaker1: Ok, Guitar, the word guitar is present?
Speaker0: Yes, guitar is present, there is another word in front of it but it is a type of a guitar.
Speaker1: Ok.
Speaker1: Uh,
Speaker0: Do you know it?
Speaker1: Yeah!
Speaker1: Like is it you know soft music or like a jazz, bass or something?
Speaker0: Yes,
Speaker0: Yes, the second word which you have",Bass Guitar,"['Instrument', 'Strings', 'Low', 'Pitch', 'Electric']"
meta-llama/Llama-2-7b-chat-hf,True,no_answers,221,en_in,0.6608124375343323,"[0.021065011620521545, 1.1765080671466421e-05, 0.02668270468711853, 3.290831784852344e-08, 0.2914280593395233]","Marriage

Please let me know if you",True,1,False,0,"Speaker0: Okay.
Speaker0: If
Speaker0: uh uh husband and wife getting so much of quarrel between each other
Speaker0: then what do
Speaker1: What they do?
Speaker0: Yes.
Speaker1: Um, they go for police station or something.
Speaker0: Uh um.
Speaker1: Court.
Speaker0: Yes, the court thing.",Divorce,"['Wedding', 'Civil State', 'Breakup', 'Ex', 'Marriage']"
meta-llama/Llama-2-7b-chat-hf,True,no_answers,221,en_in,0.0013343231985345483,"[0.9805375933647156, 0.00773653807118535, 0.003595834830775857, 9.063934703590348e-05, 0.006705016829073429]","Mosquitoes

Please let me know",False,0,False,0,"Speaker1: Okay.
Speaker1: It's a type of
Speaker1: what do we can say
Speaker1: there are small insects right which will come in night
Speaker0: Okay, um
Speaker0: mosquitoes
Speaker1: yeah what do they
Speaker1: find to us uh yeah",Malaria,"['Mosquito', 'Disease', 'Parasite', 'Fever', 'Tropical']"
meta-llama/Llama-2-7b-chat-hf,True,no_answers,221,en_in,0.0007658569375053048,"[0.0013064942322671413, 0.0029295790009200573, 0.184751957654953, 0.8102260828018188, 2.003438930842094e-05]","Corona

---

Please let me",False,0,False,0,"Speaker0: The  word is like when we are having this corona time, What the people are uses?",Mask,"['Eyes', 'Cover', 'Venice', 'Carnival', 'Face']"
meta-llama/Llama-2-7b-chat-hf,True,no_answers,221,en_in,0.43900346755981445,"[1.2117492588004097e-05, 0.00671945558860898, 0.11311950534582138, 0.4411453306674957, 1.5661217389606463e-07]","__________

Please guess the secret word",False,0,False,0,"Speaker1: Next, uh if the power is gone
Speaker1: then what will be use in your phone?
Speaker1: Power is off.
Speaker0: Charging
Speaker1: No no no
Speaker0: Then?
Speaker1: If you are if you trying to find something.
Speaker0: Google search
Speaker1: No no no if the power is off,
Speaker1: power
Speaker1: then we are searching for something and we are using our phone.
Speaker1: Like we are searching for something more in a
Speaker1: We are searching for something item,
Speaker1: So we are using our phone
Speaker1: to search it.
Speaker0: You mean the specifications in phone right?
Speaker1: Yes yes
Speaker0: Ok
Speaker0: Mobile data
Speaker1: No no
Speaker0: No
Speaker0: Wi-fi
Speaker1: No no we are looking for something
Speaker1: bright",Flashlight,"['Light', 'Portable', 'Bulb', 'Battery', 'Hand']"
meta-llama/Llama-2-7b-chat-hf,True,no_answers,221,en_in,0.3531307578086853,"[0.06320676952600479, 0.49279263615608215, 3.070119191761478e-06, 0.0652007907629013, 0.025666002184152603]","_________

Please guess the secret word.",False,0,False,0,"Speaker0: Next it comes like some kind of movie
Speaker0: It is a on character.
Speaker1: Ok
Speaker0: Like super
Speaker0: what is
Speaker1: Spiderman?
Speaker0: No no not Spiderman
Speaker1: Ironman?
Speaker0: No no no
Speaker0: Some kind of character, he is very strong.
Speaker1: Wonder woman?
Speaker0: No
Speaker0: He is the men",Thor,"['Norse', 'Superhero', 'American', 'Marvel', 'Film']"
meta-llama/Llama-2-7b-chat-hf,True,no_answers,221,en_in,0.17620109021663666,"[0.4388577938079834, 0.013314595445990562, 0.3618927001953125, 0.009400645270943642, 0.00033315244945697486]",_Selena Gomez_,False,0,False,0,"Speaker0: Next one is the word like
Speaker0: It is also some kind of name, the persons name, right.
Speaker0: Uh, where
Speaker0: It is like
Speaker0: gender is opposite to men.
Speaker0: and
Speaker0: She is
Speaker0: intrested in music.
Speaker1: Ok.
Speaker1: You said she is a female. right?
Speaker0: Hmm
Speaker1: Uhh
Speaker1: Selena Gomez?
Speaker0: No No
Speaker1: Uh
Speaker1: What is that?
Speaker0: Like
Speaker0: It is very popular name, uh.
Speaker0: She is a woman.",Rihanna,"['Umbrella', 'Barbados', 'Female', 'Musician', 'Hit']"
meta-llama/Llama-2-7b-chat-hf,True,no_answers,221,en_in,0.01036002580076456,"[1.1989632184850052e-06, 0.6666872501373291, 0.005073356907814741, 2.8852224204456434e-05, 0.3178493082523346]","Java

Please let me know if you want",False,0,False,0,"Speaker1: Ah, this very a common thing which we have learned in like ah,
Speaker1: CSE clearing.
Speaker1: This is kind of, some kind of ah
Speaker0: Is it a subject?
Speaker1: Yes, it is a subject.
Speaker0: Operating system?
Speaker1: Yes, some kind of like that only.
Speaker0: Ah, C++?
Speaker1: No, no
Speaker0: Java?
Speaker1: Some kind of a
Speaker1: word in it.
Speaker0: Word in the sense?
Speaker1: Ah, what will use in the Java?",Javascript,"['Language', 'Computer', 'Coding', 'Code', 'Technology']"
meta-llama/Llama-2-7b-chat-hf,True,no_answers,221,en_in,0.30372074246406555,"[0.01343979686498642, 0.517833948135376, 0.006254975218325853, 6.251938771129062e-07, 0.15874984860420227]","__________

Please let me know your",False,0,False,0,"Speaker0: In Saudi Arabia.
Speaker0: Okay.
Speaker0: Yep.
Speaker0: Uh, here is another word um,
Speaker0: um, What we call medical shop uh, for another name.
Speaker0: Yeah.",Pharmacy,"['Doctor', 'Medicine', 'Prescription', 'Turn', 'Vaccine']"
meta-llama/Llama-2-7b-chat-hf,True,no_answers,221,en_in,0.9990421533584595,"[0.0004635215154848993, 0.00011530933261383325, 0.0002454200875945389, 0.00013356728595681489, 1.1179782433146102e-07]","Ray

---

Now, you can",True,1,False,0,"Speaker1: Okay, I will try to explain this word, one word but
Speaker1: two words like,
Speaker1: the person,
Speaker1: ah,
Speaker1: what we call a line in mathematics?
Speaker1: line , line.
Speaker0: ray
Speaker1: Okay um okay that is the first part of the word, and I'm going to explain the second,
Speaker1: ah,
Speaker0: It's a name of a person?
Speaker1: Yes.
Speaker1: Okay, but he is from not from India,
Speaker1: Okay, first one is ray, ah I'm going to explain what,
Speaker1: um,
Speaker0: second one is?
Speaker1: I'm trying to explain that only second one.
Speaker0: and it is related to?
Speaker1: ah like we can ah,
Speaker1: heard his name in like physics.
Speaker1: not I guess he is the celebrity but he is not a scientist.
Speaker1: But ah  the second part of the name we came mostly we will listen in physics.
Speaker0: like ah can you say his name?
Speaker1: ah like,
Speaker0: ah,
Speaker1: ah now you can comment the both the words,
Speaker1: yeah.",Ray Charles,"['Blind', 'Singer', 'Jazz', 'Piano', 'American']"
meta-llama/Llama-2-7b-chat-hf,True,no_answers,221,en_in,0.9224279522895813,"[2.339537240914069e-05, 0.004854157101362944, 0.0004587019793689251, 0.0714082270860672, 0.0008275279542431235]","Cardiologist

Please let me know if",True,1,False,0,"Speaker0: This is a profession
Speaker0: Uh
Speaker0: But related to not the
Speaker0: Uhm
Speaker1: Doctor
Speaker0: Uh, a doctor.
Speaker0: Uh
Speaker1: I shall should a name different doctors?
Speaker0: Uhn. Uh in in doctor like Cardiologist, like neurologist.
Speaker0: In that we can
Speaker1: Right, yes.
Speaker0: Uh,
Speaker0: In that we can see but he is related to our
Speaker0: Uh",Dentist,"['Mouth', 'Cavity', 'Filling', 'Anesthetics', 'Teeth']"
meta-llama/Llama-2-7b-chat-hf,True,no_answers,221,en_in,0.7684339880943298,"[0.2156175673007965, 0.004423451144248247, 0.011041409336030483, 2.211437458754517e-05, 0.00046145886881276965]","_______________

Please guess the secret",True,1,False,0,"Speaker1: for skip
Speaker1: Okay this is the
Speaker1: monument
Speaker1: in the world, where we can
Speaker1: see this is a mummy in mummy film.
Speaker0: Egypt?
Speaker1: okay place is
Speaker1: is that, but what we see in that?",Pyramid,"['Egypt', 'Ancient', 'Giza', 'Triangular', 'Structure']"
meta-llama/Llama-2-7b-chat-hf,True,no_answers,221,en_in,0.2244575172662735,"[0.08856997638940811, 0.013064594939351082, 0.6708688735961914, 0.0027855655644088984, 0.0002534904342610389]",What is the secret word that Speaker1 is,False,0,False,0,"Speaker1: Uh, this is the common food we eat in the morning
Speaker1: like foreign people will eat.",Sandwich,"['Bread', 'Meat', 'Vegetables', 'Burger', 'Stacked']"
meta-llama/Llama-2-7b-chat-hf,True,no_answers,221,en_in,0.22255201637744904,"[0.7164652943611145, 0.0014910531463101506, 0.028292477130889893, 0.02888570912182331, 0.0023134045768529177]","Fish

Please let me know if you want",False,0,False,0,"Speaker0: Uh,
Speaker0: What you call if we,
Speaker0: what will be there in the water?
Speaker1: Fishes,
Speaker0: Who will catch that?",Fisherman,"['Fish', 'Rod', 'Hook', 'Bait', 'Worm']"
