model,load_8bit,prompt_mode,seed,dialect,correct_answer_prob,distractor_probs,generated_answer,chose_correct_answer,chose_correct_answer_num,generated_correct_answer,generated_correct_answer_num,transcript,correct_answer,distractors,using_chat_template
Qwen/Qwen1.5-7B-Chat,True,no_answers,221,en_in,0.9999187588691711,"[1.7776946581449238e-10, 1.85942622410451e-10, 1.1453228410118754e-07, 2.7994914489681832e-05, 5.316185706760734e-05]",Gold,True,1,False,0,"Speaker0: Yeah this is a what we call,
Speaker0: ah,
Speaker0: example ah,
Speaker0: what if for suppose
Speaker0: you, you have a ring right?
Speaker1: Yes, yes.
Speaker0: You have a ring on your finger or anything?
Speaker0: what is it made up of?
Speaker1: gold.
Speaker1: ah silver,
Speaker0: Yeah what,
Speaker0: gold ah what we as called actually?
Speaker1: hmm,",Metal,"['Iron', 'Hard', 'Material', 'Dense', 'Manufactured']",False
Qwen/Qwen1.5-7B-Chat,True,no_answers,221,en_in,2.7895530365640298e-05,"[1.3706843674299307e-05, 0.05388408526778221, 0.9457921981811523, 0.0002471516781952232, 3.494355041766539e-05]",,False,0,False,0,Speaker1: What do Scientist book? Scientist,Research,"['Paper', 'Investigate', 'Undertake', 'Document', 'Report']",False
Qwen/Qwen1.5-7B-Chat,True,no_answers,221,en_in,0.009778277948498726,"[0.00012809017789550126, 0.001791217946447432, 0.016787705942988396, 0.733368456363678, 0.23814629018306732]",,False,0,False,0,"Speaker1: Ah, normally
Speaker1: If there is any
Speaker1: murder, anything happened, Ok?
Speaker1: What they do the next day?
Speaker1: If the night
Speaker1: If last night we had some murder scene there? Ok?
Speaker1: The next day who comes to check? Or do what?
Speaker0: So,",Investigate,"['Crime', 'Police', 'Clue', 'Detective', 'Solve']",False
Qwen/Qwen1.5-7B-Chat,True,no_answers,221,en_in,7.339127478189766e-06,"[1.2161883944372676e-07, 1.736293420151469e-08, 1.2087649281511403e-07, 2.8728074994432973e-06, 0.9999895691871643]",,False,0,False,0,"Speaker1: uh
Speaker1: ok
Speaker1: um
Speaker1: It is something related to
Speaker1: uh
Speaker1: ok uh if you want to read or anything, we need something right?
Speaker1: uh we can't read without the help of that what is that?",Light,"['Dark', 'Bright', 'See', 'Sun', 'Bulb']",False
Qwen/Qwen1.5-7B-Chat,True,no_answers,221,en_in,0.0011972121428698301,"[0.0006016511470079422, 0.002058476908132434, 0.3020826578140259, 0.24702885746955872, 0.447031170129776]",,False,0,False,0,"Speaker0: Uh, normally we have this
Speaker0: uh it is two
Speaker0: of words. Okay? I'm telling you the second word. I'm giving you a clue for that. Okay?
Speaker0: Um,
Speaker0: it's like
Speaker0: uh the normally use it in uh
Speaker0: cakes or anything, any kind of cakes or anything, this is used.
Speaker0: Uh, it's made by a sugar.
Speaker0: If we,
Speaker0: if we keep on stirring the sugar, we get this.
Speaker1: If it's starting with the sweets, sweet caramel.
Speaker0: Yes.
Speaker0: Okay.
Speaker0: And if, this is the second word. Okay?
Speaker0: And the first word is normally on cakes
Speaker0: we get something to see very decorative and very attractive. What is it?",Creme caramel,"['Milk', 'Mould', 'Dessert', 'Egg', 'Syrup']",False
Qwen/Qwen1.5-7B-Chat,True,no_answers,221,en_in,0.003038543276488781,"[4.0059268940240145e-05, 0.11991175264120102, 0.8768711686134338, 0.00013846046931575984, 1.5899416894171736e-08]",,False,0,False,0,"Speaker1: Ah,
Speaker1: next is, ok.
Speaker1: ah,
Speaker1: Where are we living normally?
Speaker0: Though we are living on earth.
Speaker1: Ok, the other name for earth?
Speaker1: The other name for earth?
Speaker0: You are regarding, you are asking regarding to the solar system.
Speaker1: Yes.",Planet,"['Earth', 'Venus', 'Saturn', 'Space', 'Mass']",False
Qwen/Qwen1.5-7B-Chat,True,no_answers,221,en_in,0.8049927353858948,"[0.0182137880474329, 7.371600219130414e-09, 0.005500562489032745, 0.1657923460006714, 0.005500562489032745]",,True,1,False,0,"Speaker1: Okay,
Speaker1: Normally
Speaker1: when we are small okay
Speaker1: We go somewhere right
Speaker1: to complete our education. This is the first part of our education.
Speaker0: okay
Speaker1: at from five years
Speaker1: we start going somewhere. Where is it?
Speaker1: To an education institute right.
Speaker1: What is that we called?
Speaker0: school
Speaker1: okay
Speaker1: In school, what is more important for us?
Speaker1: There is a dress code right.",School uniform,"['Garment', 'Children', 'School', 'Clothing', 'School']",False
Qwen/Qwen1.5-7B-Chat,True,no_answers,221,en_in,0.32320907711982727,"[2.275009683216922e-05, 0.00036763749085366726, 0.0002248647651867941, 0.6760615110397339, 0.00011417434870963916]",,False,0,False,0,"Speaker1: Ok, I got this phone, Ok?
Speaker1: uh, sorry I got this word.
Speaker1: Ok generally uh, we
Speaker1: we
Speaker1: talk
Speaker1: on this. We connected to our laptops or this thing.
Speaker1: to to talk. What you say?
Speaker0: Ear phone?
Speaker1: Yeah, one more thing?
Speaker1: What is the other word for small, small?",Microphone,"['Sound', 'Voice', 'Sing', 'Amplify', 'Speak']",False
Qwen/Qwen1.5-7B-Chat,True,no_answers,221,en_in,0.01433416549116373,"[0.9781244397163391, 4.288728177925805e-06, 0.00014932113117538393, 0.007349622901529074, 3.8111451431177557e-05]",,False,0,False,0,"Speaker0: Ok, this guy is very famous, Ok? He is one of the you know
Speaker0: uh,
Speaker0: How to tell him?
Speaker0: He is very famous way, you know uh,
Speaker0: It's a um,
Speaker0: one
Speaker0: kind of a
Speaker1: He is very famous.
Speaker0: Yeah, he created one thing
Speaker1: Hmm
Speaker0: one type of operation system.
Speaker1: hmm,
Speaker0: Which is not, which is similar to android only.
Speaker1: Like Apple?
Speaker0: Yeah, yeah who is a
Speaker0: one
Speaker1: founder CEO?
Speaker0: Yeah, yeah, yeah",Steve Jobs,"['Iphone', 'Founder', 'Genius', 'Apple', 'Mac']",False
Qwen/Qwen1.5-7B-Chat,True,no_answers,221,en_in,0.9948040246963501,"[9.771534678293392e-06, 4.946631992908124e-09, 0.00021310341253411025, 0.004721581935882568, 0.00025150508736260235]",,True,1,False,0,"Speaker1: Okay.
Speaker1: Okay this is a name of a movie okay?
Speaker0: hmm,
Speaker1: it's ah,
Speaker1: Okay, it's four words.
Speaker0: Okay.
Speaker1: Easy,
Speaker0: hmm,
Speaker1: first one is very important to everyone.
Speaker1: Like if they going if they get you know married or something
Speaker0: Okay, is it a kind of a webseries?
Speaker1: No, it's a movie.
Speaker1: Very famous movie okay?
Speaker1: Okay, ah I will okay four words,
Speaker1: first word is very ah this thing it is a you know it's related to our hormones,
Speaker0: hmm.
Speaker1: Okay?
Speaker1: Can you guess it related to me finally?
Speaker0: okay, sex?
Speaker1: Yeah.
Speaker1: It's first one,
Speaker0: it's",Sex and the City,"['Series', 'Women', 'New York', 'Moms', 'Relationships']",False
Qwen/Qwen1.5-7B-Chat,True,no_answers,221,en_in,0.661688506603241,"[0.001310547348111868, 3.979015218646964e-06, 0.00011066970182582736, 0.00017619716527406126, 0.3367101550102234]",,True,1,False,0,"Speaker1: Okay, next this thing
Speaker0: Okay, If we eat something
Speaker1: hh.
Speaker0: but what do we do
Speaker1: like which you and then we",Swallow,"['Bird', 'Spring', 'Black', 'Fly', 'Migrate']",False
Qwen/Qwen1.5-7B-Chat,True,no_answers,221,en_in,0.6240296363830566,"[7.729099706921261e-07, 1.1904604946266772e-07, 0.3759685158729553, 5.855437024138155e-08, 8.701645697328786e-07]",,True,1,False,0,"Speaker1: Okay this is very you know one of the planet
Speaker1: almost a planet.
Speaker0: hmm,
Speaker1: You can see the everyday
Speaker0: hm
Speaker1: after sun's.",Moon,"['Space', 'Full', 'Night', 'Half', 'Sky']",False
Qwen/Qwen1.5-7B-Chat,True,no_answers,221,en_in,0.5442789196968079,"[4.3034262489527464e-05, 0.45520907640457153, 1.2538934242911637e-05, 4.317305865697563e-06, 0.00045211531687527895]",Taj Mahal,True,1,True,1,"Speaker1: Uh,
Speaker1: It's a very famous
Speaker1: the place
Speaker1: a
Speaker0: Okay.
Speaker1: Where
Speaker1: what did Sha Jahan build for Mumtaz? Yes.",Taj Mahal,"['Tourist Site', 'Agra', 'Landmark', 'Religious', 'Ivory-White']",False
Qwen/Qwen1.5-7B-Chat,True,no_answers,221,en_in,0.9974992275238037,"[0.00015412582433782518, 5.578664058702998e-06, 0.00011024333798559383, 0.0022303094156086445, 4.349084861132724e-07]",,True,1,False,0,"Speaker0: Ah,
Speaker0: It's a
Speaker0: place
Speaker0: where we can see different type of things
Speaker0: let where where
Speaker1: Exhibition?
Speaker0: No,
Speaker0: we have wells connection of dingoes Right?
Speaker1: Yeah, yeah, yeah it's",Museum,"['Art', 'Building', 'Painting', 'Exhibition', 'Collection']",False
Qwen/Qwen1.5-7B-Chat,True,no_answers,221,en_in,0.05394110083580017,"[0.000653895316645503, 1.390178908877715e-06, 0.3652346134185791, 1.995740639415544e-08, 0.5801690220832825]",,False,0,False,0,"Speaker1: hmm when we go on a bike we will raise the accelerator right?
Speaker0: hmm
Speaker1: ah what does that called?
Speaker0: Its for speed?
Speaker1: yes
Speaker0: Okay, speed.
Speaker1: ah what does we when its dark we will turn on?
Speaker0: ah light
Speaker1: yeah there is a middle word which is like
Speaker0: Okay, is it related to some
Speaker1: yes
Speaker0: this physics or something?",Speed of Light,"['Fast', 'Space', 'Physics', 'Travel', 'The Sun']",False
Qwen/Qwen1.5-7B-Chat,True,no_answers,221,en_in,0.5508176684379578,"[0.0012014034437015653, 0.16573123633861542, 0.2785230875015259, 0.003678707405924797, 4.779757364303805e-05]",,True,1,False,0,"Speaker1: yes.
Speaker1: hh
Speaker1: it's a kind of
Speaker1: watery place.
Speaker0: Okay, is it in India?
Speaker1: no.
Speaker1: ah,
Speaker0: some mission some
Speaker1: It's beside India, yes like that.
Speaker0: Okay, West Bengal.
Speaker1: HH.
Speaker0: Mediterranean Sea?
Speaker1: No,
Speaker0: am.
Speaker0: Indian Ocean?
Speaker1: no.",Atlantic Ocean,"['Pacific', 'Salty Water', 'Coast', 'Sea', 'Fish']",False
Qwen/Qwen1.5-7B-Chat,True,no_answers,221,en_in,0.01274795364588499,"[6.686616688966751e-05, 0.9871224761009216, 2.6954350687447004e-05, 2.6823416192200966e-05, 8.90392402652651e-06]",,False,0,False,0,"Speaker0: Ok change the question
Speaker1: uh
Speaker0: um um this is this word belongs to the images
Speaker0: uh
Speaker1: images?.
Speaker0: yes
Speaker0: the in
Speaker1: any format or something
Speaker0: no no no in images there is we have some small small kind of thing
Speaker1: yeah yeah um
Speaker1: small small dots
Speaker0: yes
Speaker1: uh",Pixel,"['Screen', 'Dot', 'Square', 'Color', 'Video']",False
Qwen/Qwen1.5-7B-Chat,True,no_answers,221,en_in,0.0014432172756642103,"[2.620933810248971e-05, 0.33556291460990906, 0.6627726554870605, 0.00018637004541233182, 8.596543011663016e-06]",,False,0,False,0,"Speaker0: ah, ah, like If we want to know about something what do we do?",Research,"['Paper', 'Investigate', 'Undertake', 'Document', 'Report']",False
Qwen/Qwen1.5-7B-Chat,True,no_answers,221,en_in,0.9550464153289795,"[0.032779764384031296, 0.01089607086032629, 4.3163956320313446e-07, 1.725066249491647e-05, 0.0012599568581208587]",,True,1,False,0,"Speaker0: Ok, It's a
Speaker0: type of a thing, ah
Speaker1: Ok.
Speaker0: uh, use to play.
Speaker0: like, like harmony,
Speaker1: playing
Speaker1: Ok, some instrument uh, like tabla
Speaker0: Hmm,
Speaker0: hmm
Speaker1: or guiter.
Speaker0: Yes, but there is type of guitars, right?
Speaker1: Ok, Guitar, the word guitar is present?
Speaker0: Yes, guitar is present, there is another word in front of it but it is a type of a guitar.
Speaker1: Ok.
Speaker1: Uh,
Speaker0: Do you know it?
Speaker1: Yeah!
Speaker1: Like is it you know soft music or like a jazz, bass or something?
Speaker0: Yes,
Speaker0: Yes, the second word which you have",Bass Guitar,"['Instrument', 'Strings', 'Low', 'Pitch', 'Electric']",False
Qwen/Qwen1.5-7B-Chat,True,no_answers,221,en_in,0.5341404676437378,"[0.30920547246932983, 0.0012314801570028067, 0.045182209461927414, 9.222941343978164e-07, 0.1102394163608551]",,True,1,False,0,"Speaker0: Okay.
Speaker0: If
Speaker0: uh uh husband and wife getting so much of quarrel between each other
Speaker0: then what do
Speaker1: What they do?
Speaker0: Yes.
Speaker1: Um, they go for police station or something.
Speaker0: Uh um.
Speaker1: Court.
Speaker0: Yes, the court thing.",Divorce,"['Wedding', 'Civil State', 'Breakup', 'Ex', 'Marriage']",False
Qwen/Qwen1.5-7B-Chat,True,no_answers,221,en_in,0.001996173057705164,"[0.709217369556427, 0.2831040620803833, 0.0006051587988622487, 0.004335762932896614, 0.0007414977881126106]",mosquitoes,False,0,False,0,"Speaker1: Okay.
Speaker1: It's a type of
Speaker1: what do we can say
Speaker1: there are small insects right which will come in night
Speaker0: Okay, um
Speaker0: mosquitoes
Speaker1: yeah what do they
Speaker1: find to us uh yeah",Malaria,"['Mosquito', 'Disease', 'Parasite', 'Fever', 'Tropical']",False
Qwen/Qwen1.5-7B-Chat,True,no_answers,221,en_in,0.13670183718204498,"[0.3079492449760437, 7.046496193652274e-06, 0.0009910209337249398, 0.5041897296905518, 0.05016115680336952]",mask,False,0,True,1,"Speaker0: The  word is like when we are having this corona time, What the people are uses?",Mask,"['Eyes', 'Cover', 'Venice', 'Carnival', 'Face']",False
Qwen/Qwen1.5-7B-Chat,True,no_answers,221,en_in,0.024621859192848206,"[0.0009583145147189498, 1.2328280263318447e-07, 0.9744145274162292, 4.794454071088694e-06, 3.750460848550574e-07]",,False,0,False,0,"Speaker1: Next, uh if the power is gone
Speaker1: then what will be use in your phone?
Speaker1: Power is off.
Speaker0: Charging
Speaker1: No no no
Speaker0: Then?
Speaker1: If you are if you trying to find something.
Speaker0: Google search
Speaker1: No no no if the power is off,
Speaker1: power
Speaker1: then we are searching for something and we are using our phone.
Speaker1: Like we are searching for something more in a
Speaker1: We are searching for something item,
Speaker1: So we are using our phone
Speaker1: to search it.
Speaker0: You mean the specifications in phone right?
Speaker1: Yes yes
Speaker0: Ok
Speaker0: Mobile data
Speaker1: No no
Speaker0: No
Speaker0: Wi-fi
Speaker1: No no we are looking for something
Speaker1: bright",Flashlight,"['Light', 'Portable', 'Bulb', 'Battery', 'Hand']",False
Qwen/Qwen1.5-7B-Chat,True,no_answers,221,en_in,3.232455492252484e-05,"[0.7963277697563171, 0.20363740622997284, 1.3830579064233461e-06, 1.1465472198324278e-06, 9.545301793423278e-08]",,False,0,False,0,"Speaker0: Next it comes like some kind of movie
Speaker0: It is a on character.
Speaker1: Ok
Speaker0: Like super
Speaker0: what is
Speaker1: Spiderman?
Speaker0: No no not Spiderman
Speaker1: Ironman?
Speaker0: No no no
Speaker0: Some kind of character, he is very strong.
Speaker1: Wonder woman?
Speaker0: No
Speaker0: He is the men",Thor,"['Norse', 'Superhero', 'American', 'Marvel', 'Film']",False
Qwen/Qwen1.5-7B-Chat,True,no_answers,221,en_in,0.030915340408682823,"[0.1653003692626953, 0.056032899767160416, 0.03670139238238335, 0.7110491394996643, 8.382436362808221e-07]",,False,0,False,0,"Speaker0: Next one is the word like
Speaker0: It is also some kind of name, the persons name, right.
Speaker0: Uh, where
Speaker0: It is like
Speaker0: gender is opposite to men.
Speaker0: and
Speaker0: She is
Speaker0: intrested in music.
Speaker1: Ok.
Speaker1: You said she is a female. right?
Speaker0: Hmm
Speaker1: Uhh
Speaker1: Selena Gomez?
Speaker0: No No
Speaker1: Uh
Speaker1: What is that?
Speaker0: Like
Speaker0: It is very popular name, uh.
Speaker0: She is a woman.",Rihanna,"['Umbrella', 'Barbados', 'Female', 'Musician', 'Hit']",False
Qwen/Qwen1.5-7B-Chat,True,no_answers,221,en_in,4.981315214536153e-06,"[0.00015949933731462806, 0.007877212949097157, 0.9919537901878357, 1.2311103319007088e-06, 3.2403404475189745e-06]",,False,0,False,0,"Speaker1: Ah, this very a common thing which we have learned in like ah,
Speaker1: CSE clearing.
Speaker1: This is kind of, some kind of ah
Speaker0: Is it a subject?
Speaker1: Yes, it is a subject.
Speaker0: Operating system?
Speaker1: Yes, some kind of like that only.
Speaker0: Ah, C++?
Speaker1: No, no
Speaker0: Java?
Speaker1: Some kind of a
Speaker1: word in it.
Speaker0: Word in the sense?
Speaker1: Ah, what will use in the Java?",Javascript,"['Language', 'Computer', 'Coding', 'Code', 'Technology']",False
Qwen/Qwen1.5-7B-Chat,True,no_answers,221,en_in,0.5912614464759827,"[7.9150682722684e-05, 0.32338476181030273, 0.08446960151195526, 9.42910219237092e-07, 0.0008040882530622184]",,True,1,False,0,"Speaker0: In Saudi Arabia.
Speaker0: Okay.
Speaker0: Yep.
Speaker0: Uh, here is another word um,
Speaker0: um, What we call medical shop uh, for another name.
Speaker0: Yeah.",Pharmacy,"['Doctor', 'Medicine', 'Prescription', 'Turn', 'Vaccine']",False
Qwen/Qwen1.5-7B-Chat,True,no_answers,221,en_in,0.769383430480957,"[0.002466522390022874, 0.15750615298748016, 0.0015441890573129058, 0.06909921020269394, 4.5906608647783287e-07]",,True,1,False,0,"Speaker1: Okay, I will try to explain this word, one word but
Speaker1: two words like,
Speaker1: the person,
Speaker1: ah,
Speaker1: what we call a line in mathematics?
Speaker1: line , line.
Speaker0: ray
Speaker1: Okay um okay that is the first part of the word, and I'm going to explain the second,
Speaker1: ah,
Speaker0: It's a name of a person?
Speaker1: Yes.
Speaker1: Okay, but he is from not from India,
Speaker1: Okay, first one is ray, ah I'm going to explain what,
Speaker1: um,
Speaker0: second one is?
Speaker1: I'm trying to explain that only second one.
Speaker0: and it is related to?
Speaker1: ah like we can ah,
Speaker1: heard his name in like physics.
Speaker1: not I guess he is the celebrity but he is not a scientist.
Speaker1: But ah  the second part of the name we came mostly we will listen in physics.
Speaker0: like ah can you say his name?
Speaker1: ah like,
Speaker0: ah,
Speaker1: ah now you can comment the both the words,
Speaker1: yeah.",Ray Charles,"['Blind', 'Singer', 'Jazz', 'Piano', 'American']",False
Qwen/Qwen1.5-7B-Chat,True,no_answers,221,en_in,0.9995664358139038,"[0.00032057028147391975, 3.1911087717162445e-05, 2.311370371899102e-05, 4.678514596889727e-05, 1.1195480510650668e-05]",,True,1,False,0,"Speaker0: This is a profession
Speaker0: Uh
Speaker0: But related to not the
Speaker0: Uhm
Speaker1: Doctor
Speaker0: Uh, a doctor.
Speaker0: Uh
Speaker1: I shall should a name different doctors?
Speaker0: Uhn. Uh in in doctor like Cardiologist, like neurologist.
Speaker0: In that we can
Speaker1: Right, yes.
Speaker0: Uh,
Speaker0: In that we can see but he is related to our
Speaker0: Uh",Dentist,"['Mouth', 'Cavity', 'Filling', 'Anesthetics', 'Teeth']",False
Qwen/Qwen1.5-7B-Chat,True,no_answers,221,en_in,0.007061324547976255,"[0.4818246066570282, 0.5111033916473389, 1.0215325346507598e-05, 4.5905633783149824e-07, 1.4666858005885075e-10]",,False,0,False,0,"Speaker1: for skip
Speaker1: Okay this is the
Speaker1: monument
Speaker1: in the world, where we can
Speaker1: see this is a mummy in mummy film.
Speaker0: Egypt?
Speaker1: okay place is
Speaker1: is that, but what we see in that?",Pyramid,"['Egypt', 'Ancient', 'Giza', 'Triangular', 'Structure']",False
Qwen/Qwen1.5-7B-Chat,True,no_answers,221,en_in,0.00041344581404700875,"[0.9971399307250977, 2.4797098376438953e-05, 0.001377132604829967, 0.0009842622093856335, 6.042149834684096e-05]",,False,0,False,0,"Speaker1: Uh, this is the common food we eat in the morning
Speaker1: like foreign people will eat.",Sandwich,"['Bread', 'Meat', 'Vegetables', 'Burger', 'Stacked']",False
Qwen/Qwen1.5-7B-Chat,True,no_answers,221,en_in,0.018282450735569,"[0.01344713382422924, 1.1199522020888253e-07, 2.298120989507879e-06, 0.9682101011276245, 5.7943085266742855e-05]",,False,0,False,0,"Speaker0: Uh,
Speaker0: What you call if we,
Speaker0: what will be there in the water?
Speaker1: Fishes,
Speaker0: Who will catch that?",Fisherman,"['Fish', 'Rod', 'Hook', 'Bait', 'Worm']",False
Qwen/Qwen1.5-7B-Chat,True,no_answers,221,en_in,0.7869129180908203,"[0.05467803403735161, 0.13289177417755127, 0.02468794584274292, 0.00022443178750108927, 0.00060499575920403]",electricity,True,1,False,0,"Speaker1: Okay.
Speaker1: After school what we expect in summers?
Speaker0: Holidays, holiday.
Speaker1: That second word and the first word will be like uh, if we go to the
Speaker1: what you call, if we use electricity for a month and what we get?",Billie Holiday,"['Jazz', 'Singer', 'Swing', 'Vocal', 'Scat']",False
Qwen/Qwen1.5-7B-Chat,True,no_answers,221,en_in,1.542513564345427e-05,"[4.340372106526047e-05, 0.997583270072937, 2.7233729937847784e-08, 7.462508477829033e-08, 0.002357808407396078]",Boat,False,0,False,0,"Speaker1: Here what we can see in the rivers?
Speaker0: Ha.
Speaker1: Not exactly in the river.
Speaker0: Okay.
Speaker0: Boat,",Ship,"['Water', 'Boat', 'Sea', 'Ocean', 'Vessel']",False
